DateTime,CO(GT),PT08.S1(CO),NMHC(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
2025-01-01 00:00:00,0.44434958498276556,0.5523242132901682,0.3783460641763657,0.29211853644508623,0.48070715555844834,0.55959419241817,0.620273428422718,0.4724431726646603,0.6387126006422056,0.33909467911167934,0.45077282287027365,0.3727522802286888,12.423425199026054
2025-01-01 01:00:00,0.44049108751509813,0.4500110416746441,0.4130602784688857,0.3813393753011547,0.554294726555988,0.49771958231190316,0.6434341709952331,0.47149859425429397,0.6027556582210419,0.3894450583936049,0.44767961830006753,0.35913403216833195,14.140313121072772
2025-01-01 03:00:00,0.4185887731730823,0.44421804558669686,0.5528722431545381,0.5029725941392262,0.561577654836016,0.4691659234701615,0.7300388894651841,0.5251991244440883,0.5389627791195312,0.36780474197366275,0.4400505255539289,0.40809920991264426,10.093573112409793
2025-01-01 04:00:00,0.4886404527088223,0.44463049037654745,0.6149189539419478,0.6491022137803149,0.6191885956313073,0.37085991150178965,0.657223006988185,0.5917476718372421,0.47996413342667965,0.4362872416608943,0.4921566932503978,0.3610978071314118,9.661986669523351
2025-01-01 05:00:00,0.5408542141766604,0.4672050988803442,0.6686010713074447,0.6372386140207575,0.6146532095106463,0.3932439133460133,0.5785346751178002,0.5552135493390242,0.42983472806729395,0.4325566707548575,0.5759735508560244,0.4221365770874269,11.757518396667244
2025-01-01 06:00:00,0.5593492677787483,0.4096615849651766,0.6776951296230205,0.6228090938744162,0.6603437746240837,0.4000334012326918,0.5399971893522801,0.5532543273124744,0.42968194571333174,0.5257181720948506,0.6370415703770473,0.574218001243682,9.98588944943519
2025-01-01 07:00:00,0.47912580295475227,0.408513102408556,0.6693385528822607,0.5915063120931079,0.668685444040871,0.4858862050143742,0.634965127556381,0.47555026436350145,0.48556271523261574,0.43361556890803576,0.6068805185707744,0.5770829897092503,7.587027822483651
2025-01-01 08:00:00,0.4809635726018169,0.5164474713205585,0.6091332722931057,0.5772582971629545,0.5756325820484081,0.4807853356154761,0.8064440385633238,0.49219246871010136,0.4945824375214768,0.4806500821864562,0.5208172551650139,0.5878447448669842,10.663130980966445
2025-01-01 09:00:00,0.4002177499840033,0.4451905631057196,0.5860614122006861,0.5374438537007225,0.5297322879614622,0.5195250948576144,0.7702222797981173,0.44943880190425833,0.5342411926493059,0.4587868721144036,0.46135497850295204,0.5235693287967523,12.687483454018825
2025-01-01 10:00:00,0.5116266627478585,0.5179843515245794,0.5678370085326024,0.5661587882385384,0.5708512845228125,0.5384986261623048,0.7194273059849374,0.464531455292742,0.491170722026839,0.4560035818362166,0.5585572619207742,0.5791157283799443,13.682174978125271
2025-01-01 11:00:00,0.5172036189395168,0.5118208383525031,0.5919399152848299,0.6498417411812811,0.6273910402371542,0.5609421851296703,0.5230139788692612,0.39664062188193494,0.5322320598228664,0.39932053715059235,0.655759545338596,0.5641997545842926,11.942579861190808
2025-01-01 12:00:00,0.6411409714890249,0.583562185923908,0.5668225675952115,0.7154246503696373,0.6380154236108426,0.5396115117865761,0.5573489706327759,0.2659808046710326,0.5404956071887091,0.427796884514442,0.6617082726373225,0.6124720430064606,7.572101923935107
2025-01-01 13:00:00,0.6516126409403067,0.5053817164786567,0.5110542697494124,0.5877605866310884,0.6967659919813364,0.569879626953596,0.5658015831259409,0.24759952345326197,0.6018761951854862,0.3737443686522872,0.604252243990292,0.6151784940964223,11.717999258844616
2025-01-01 14:00:00,0.6031965527593861,0.45247369676425864,0.4989674358043021,0.45684611818103416,0.6199637052068473,0.5269363673490064,0.6304613220514663,0.29233088469292956,0.5997488359164832,0.41953930968998776,0.4757478213156483,0.6294195886043467,9.329606785693445
2025-01-01 15:00:00,0.4976726727473848,0.5358475633622315,0.4807023904780641,0.339751662422227,0.5382843137464195,0.6780632848656292,0.5585252481664333,0.40454908863187944,0.6172245096005581,0.42623761917126046,0.5889061342862412,0.5871850239407607,10.152715188449529
2025-01-01 16:00:00,0.3763038994982755,0.5247579291369155,0.5471723013550205,0.393695683411029,0.4903089929621163,0.564405975636342,0.5068139082195777,0.39779043990263374,0.6187405309874169,0.5272118112831782,0.5043664739936553,0.5809898427246404,12.606331050025272
2025-01-01 17:00:00,0.402198039879469,0.503948372128511,0.5252134033894141,0.4764404945949421,0.626005429413737,0.6965209603627909,0.5182442785181784,0.431219121127961,0.6077863731904053,0.510631711610758,0.618102453966725,0.5524371779442513,8.301731325505585
2025-01-01 18:00:00,0.451753497479237,0.43561720611593735,0.6198723958990595,0.5507017870555269,0.8193746210479652,0.5611210039241432,0.5504776506621796,0.4500278736413499,0.4824496879214678,0.4713549912229834,0.5172141387876157,0.5023390732918499,8.52889451330936
2025-01-01 19:00:00,0.495718125224884,0.46691002854784225,0.4928093976834336,0.5352296647280255,0.697383481178037,0.6527309175127378,0.521579823645516,0.38668533426047813,0.44536356581394465,0.46898852475399366,0.5651944863642748,0.48141007149280346,11.746774392678793
2025-01-01 20:00:00,0.5617933220311592,0.5758882062776438,0.5720376832232903,0.5503642264735293,0.6161674866304848,0.5581235498192845,0.3920834290841134,0.33811957547572535,0.4085910237293088,0.3512914752263442,0.5448680131064549,0.5875323366715236,12.819730971971596
2025-01-01 21:00:00,0.5958648760045483,0.5155433189776102,0.5885202419428648,0.4043042322852406,0.4257518200867963,0.568338001913063,0.3993838150416966,0.3210674964000837,0.5324089683435546,0.38819074699502976,0.5259105161849176,0.5563673909625108,8.744110912616835
2025-01-01 23:00:00,0.5923143677014712,0.49334408710443967,0.7286279800585023,0.45360976055735125,0.4778375635236418,0.46617708908939215,0.44746463170154316,0.42943289353602454,0.5406270011445332,0.33733640580756374,0.5485857890424246,0.660479049786907,10.79798809923436
2025-01-02 00:00:00,0.4783757790487396,0.4544578510969459,0.706405315989601,0.4435078145613458,0.5062245305036339,0.44814097540644227,0.5199158922128109,0.5006381268259359,0.6179933778098617,0.46300111511486086,0.6376318508098346,0.6421570151136803,9.34279282584643
2025-01-02 01:00:00,0.42294874737300514,0.502584855288978,0.6638992996504097,0.5211188042834329,0.5177391178362054,0.4655057872063131,0.5263635117840344,0.4966613436629843,0.6079354597435104,0.46412040921536024,0.6010842919389494,0.7802963596190086,15.461869694994526
2025-01-02 02:00:00,0.4480665547254181,0.5337073560489194,0.632779925371879,0.4902874146125038,0.5084498397007061,0.518519123670768,0.5057319579409287,0.43809157325269377,0.631459678735765,0.522482166191239,0.5836497563955605,0.7548859530812403,7.182955231650484
2025-01-02 03:00:00,0.49149627037169996,0.4916953401179063,0.6611417749937456,0.4857407867969914,0.4166003256453415,0.5427777179867019,0.5036418622418579,0.39317417864478266,0.6511408428738031,0.5295747847929807,0.4650498776330525,0.668497017470521,13.312923938867067
2025-01-02 04:00:00,0.5284074327234857,0.5365844444618246,0.676959903598836,0.5350151578399249,0.45905846310245213,0.4145093012840926,0.551344914434341,0.4710347418632641,0.6664382297890771,0.5439023794354977,0.5339341459634579,0.6342079782054805,14.11265238417936
